,Unnamed: 0.1,original_index,sentence,Unnamed: 0,date,year,month,day,author,title,url,section,publication,objectivity_classification,Emotional_appeal_classification,classification_raw,WordCount
82,82,3,united nations  un peacekeepers will remain in the disputed abyei region on the sudansouth sudan border for another six months but the security council is trimming the force while encouraging the two nations to resolve their stalemate over the oilrich area,3,5/15/2018 0:00,2018,5,15,Associated Press,"UN peacekeeping force to stay, but shrink, in Abyei region",https://www.foxnews.com/world/un-peacekeeping-force-to-stay-but-shrink-in-abyei-region,World,Fox News,True,False,Objective,42
83,83,3,the council unanimously agreed tuesday to extend the peacekeeping mission until midnovember,3,5/15/2018 0:00,2018,5,15,Associated Press,"UN peacekeeping force to stay, but shrink, in Abyei region",https://www.foxnews.com/world/un-peacekeeping-force-to-stay-but-shrink-in-abyei-region,World,Fox News,True,False,Objective,12
84,84,3,but the renewal lowers the troop ceiling to 4500 from nearly 4800 and expresses disappointment at the pace of progress toward a political resolution,3,5/15/2018 0:00,2018,5,15,Associated Press,"UN peacekeeping force to stay, but shrink, in Abyei region",https://www.foxnews.com/world/un-peacekeeping-force-to-stay-but-shrink-in-abyei-region,World,Fox News,True,False,Objective,24
85,85,3,the mission is known as unisfa,3,5/15/2018 0:00,2018,5,15,Associated Press,"UN peacekeeping force to stay, but shrink, in Abyei region",https://www.foxnews.com/world/un-peacekeeping-force-to-stay-but-shrink-in-abyei-region,World,Fox News,True,False,Objective,6
86,86,3,it has been in abyei since 2011,3,5/15/2018 0:00,2018,5,15,Associated Press,"UN peacekeeping force to stay, but shrink, in Abyei region",https://www.foxnews.com/world/un-peacekeeping-force-to-stay-but-shrink-in-abyei-region,World,Fox News,True,False,Objective,7
87,87,3,a decadeslong civil war between sudanaposs north and south ended with a 2005 peace deal that allowed for south sudan to become independent,3,5/15/2018 0:00,2018,5,15,Associated Press,"UN peacekeeping force to stay, but shrink, in Abyei region",https://www.foxnews.com/world/un-peacekeeping-force-to-stay-but-shrink-in-abyei-region,World,Fox News,True,False,Objective,23
88,88,3,the pact also required both sides to work out the final status of abyei but itaposs still unresolved,3,5/15/2018 0:00,2018,5,15,Associated Press,"UN peacekeeping force to stay, but shrink, in Abyei region",https://www.foxnews.com/world/un-peacekeeping-force-to-stay-but-shrink-in-abyei-region,World,Fox News,True,False,Objective,18
89,89,4,close video trump contradicts john bolton on north korea policy president breaks with national security adviser john boltons comment that the us would use the libya model for denuclearizing north korea reaction and analysis from david lawler world editor for axios,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,False,False,Unclassifiable,41
90,90,4,washington  president donald trump laid out a stark choice for north koreaaposs kim jong un ahead of their planned summit next month abandon nuclear weapons and be rewarded with protections or risk being overthrown and possible death if the arsenal remains,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,True,Objective Emotional Appeal,42
91,91,4,trump maintained the scheduled june 12 meeting in singapore is on track despite the northaposs threat wednesday to cancel over concerns about the us push to see the complete denuclearization of the korean peninsula,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,34
92,92,4,the north has argued it needs its nuclear weapons to preserve its security and has expressed concerns about giving up its nuclear program,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,23
93,93,4,the north cites the example of former libyan leader moammar gadhafi who died at the hands of rebel forces amid a popular uprising in october 2011 he had given up his nuclear program in the 2000s,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,36
94,94,4,national security adviser john bolton explicitly cited the libya model of 20032004 as a basis for the north korea talks last month which drew personal rebuke from the north korean government wednesday,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,32
95,95,4,trying to address the north korean concerns the president said if kim were to agree to denuclearize heaposll get protections that would be very strong,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,25
96,96,4,but trump warned that failure to make a deal could have grave consequences for kim,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,True,Objective Emotional Appeal,15
97,97,4,mentioning what happened in libya trump said that model would take place if we donapost make a deal,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,False,False,Unclassifiable,18
98,98,4,the libyan model isnapost the model we have at all,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,False,False,Unclassifiable,10
99,99,4,in libya we decimated that country,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,False,True,Subjective Emotional Appeal,6
100,100,4,trump added,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,False,False,Unclassifiable,2
101,101,4,there was no deal to keep gadhafi,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,7
102,102,4,trump said he is willing to do a lot to provide security guarantees to kim,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,15
103,103,4,the best thing he could do is make a deal,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,False,False,Subjective,10
104,104,4,trump also suggested china was influencing north koreaaposs thinking regarding the summit pointing to kimaposs visit to china immediately before secretary of state mike pompeo visited pyongyang last week to finalize the summit date and location,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,36
105,105,4,trump said thursday that nothing has changed with respect to north korea after the warning from pyongyang,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,17
106,106,4,he said north korean officials are discussing logistical details about the meeting with the us as if nothing happened,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,19
107,107,4,in addition to threatening to pull out of the meeting with trump the north abruptly canceled a planned meeting with south korean officials over joint ussouth korean military exercises,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,29
108,108,4,pentagon spokeswoman dana white said thursday that the schedule of military exercises hasnapost changed,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,14
109,109,4,she added the annual exercises are longplanned defensive in nature and meant to ensure the readiness of us and south korean forces,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,22
110,110,4,exercise max thunder began monday and concludes may 25,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,9
111,111,4,it includes aircraft from across the us military services,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,9
112,112,4,last yearaposs exercise included roughly 1200 us personnel and about 640 south koreans,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,13
113,113,4,this yearaposs drill is similar,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,False,False,Unclassifiable,5
114,114,4,speaking at an oval office meeting with nato secretarygeneral jens stoltenberg trump also said he will not discuss us troop levels in south korea during his meeting with kim,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,29
115,115,4,the north has said it wonapost return to talks with seoul due to the exercises,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,15
116,116,4, associated press writer ken thomas contributed to this report,4,5/17/2018 0:00,2018,5,17,Associated Press,Trump tells NK's Kim to denuclearize or risk overthrow,https://www.foxnews.com/us/trump-tells-nks-kim-to-denuclearize-or-risk-overthrow,MILITARY,Fox News,True,False,Objective,10
117,117,5,next image 1 of 2 prev image 2 of 2 jarablus syria  nearly 50 children orphaned by the syrian war escaped the hell that was their hometown of aleppo after they appeared in a distressing video and appealed for their lives as government forces moved in under a hail of fire,5,6/11/2018 0:00,2018,6,11,Associated Press,Syrian orphans who fled Aleppo find new home,https://www.foxnews.com/world/syrian-orphans-who-fled-aleppo-find-new-home,RELIGION,Fox News,False,True,Subjective Emotional Appeal,52
